,user_id,product_id,event_type,event_timestamp
21,634SKAVLEQKMWJ5JHBTYC15S2E,1727910000000.0,referral_click,2022-11-10 01:15:15
22,63453DHIYVW8ABA982OUZA1TMQ,1727930000000.0,added_to_basket,2022-11-10 01:18:50
23,634VTST28754TE2RRATIK97LDR,1738490000000.0,product_sold,2022-11-10 01:22:25
24,6349JV9V5TIVYY4L5XI95VQ5WO,1738490000000.0,recommendation_click,2022-11-10 01:26:00
25,6343QAXY75W0XVXH1PUJU4D4OR,1746340000000.0,search_click,2022-11-10 01:29:35
26,634Z0WXMGIK5NQSAQUSDFWG4KY,1746340000000.0,referral_click,2022-11-10 01:33:10
27,634H2SQCH2E10SKHA525COW8SO,1748150000000.0,added_to_basket,2022-11-10 01:36:45
28,633634IPWQM03O2C6N4CCG2ETJSK7,1749070000000.0,product_sold,2022-11-10 01:40:20
29,634ZT6NZPPW2Y61NY4ISGJAK4F,1753820000000.0,recommendation_click,2022-11-10 01:43:55
30,634719IG28AK7EKP6UFKNBOAP4,1753850000000.0,search_click,2022-11-10 01:47:30
31,634PBLH3Z3ZYSZ3DK2UM6KHKGJ,1753860000000.0,referral_click,2022-11-10 01:51:05
32,634F6VACDRD7LYIWNQ9GMX25MV,1754720000000.0,added_to_basket,2022-11-10 01:54:40
33,634P1K5FIRDZWHC1XUWW5TY5LZ,1754730000000.0,product_sold,2022-11-10 01:58:15
34,633M7CN2ZC36GGLLM8UFHNO8KK,1754740000000.0,recommendation_click,2022-11-10 02:01:50
35,6344HSFY6MER290XHZWPWYIM64,1754750000000.0,search_click,2022-11-10 02:05:25
36,6343TUMSMYVYE18NA3Q0Z5QMYI,1754750000000.0,referral_click,2022-11-10 02:09:00
37,634JP93QA0GBIQW55LWUPH50KF,1808100000000.0,added_to_basket,2022-11-10 02:12:35
38,634TIB9A0WF8DLP2RU82CEFFRP,1808100000000.0,product_sold,2022-11-10 02:16:10
39,6348DF4JOSZQW5IGJYI3M167H2,1814340000000.0,recommendation_click,2022-11-10 02:19:45
40,634OWVWYYVNMQZMNZ2DA1PLHFP,1815320000000.0,search_click,2022-11-10 02:23:20
41,634ZPVODH3M0J36UOZDWWW2UKE,1836440000000.0,referral_click,2022-11-10 02:26:55
42,6341B3R1SW8RRZZ35INNSVI9DA,1841880000000.0,added_to_basket,2022-11-10 02:30:30
43,633S2N5I000K9HUR7I3K289VZX,1841880000000.0,product_sold,2022-11-10 02:34:05
44,634XQ3A9M3TDH8FQZCXYMJAW9Q,1841890000000.0,recommendation_click,2022-11-10 02:37:40
45,634A55ZPYI83J00QBQYYOYYFY6,1847060000000.0,search_click,2022-11-10 02:41:15
46,634DA2XKJ21BGEMLPY950PQ23A,1848500000000.0,referral_click,2022-11-10 02:44:50
47,634ZM1FIQIR9NYVZDLYV2W860K,1848500000000.0,added_to_basket,2022-11-10 02:48:25
48,6337VC2UU56P8S23O1ZASP4SAZ,1855720000000.0,product_sold,2022-11-10 02:52:00
49,63434Q35ZCOKHEXPXMRAI4J2OT,1855720000000.0,recommendation_click,2022-11-10 02:55:35
50,633Q6SUCSSHH0MVCH1SGSEZSUR,1882420000000.0,search_click,2022-11-10 02:59:10
51,63415BXNBV4A65NFLXJJDLXGX3,1882420000000.0,referral_click,2022-11-10 03:02:45
52,6341PH9CU410BNQW6EHVD5Q5PE,1883580000000.0,added_to_basket,2022-11-10 03:06:20
53,634HJ5ZW2H9BK18I49PW2AVXCB,1883870000000.0,product_sold,2022-11-10 03:09:55
54,634DH5PEV271CBHQI5ODYB4KOM,1886420000000.0,recommendation_click,2022-11-10 03:13:30
55,634DGGCWRQG85S70ZBWHGX6AT9,1888160000000.0,search_click,2022-11-10 03:17:05
56,634MPNPLWBDRWM1PHF1W7DJSGW,1895310000000.0,referral_click,2022-11-10 03:20:40
57,6345891BIAEX199O4WYOECLFF5,1906670000000.0,added_to_basket,2022-11-10 03:24:15
58,634RW1V3RHNUD6V5VHVF4LEOAG,1913920000000.0,product_sold,2022-11-10 03:27:50
59,634EXKP8VKI2A63OU41MP5CLXT,1916380000000.0,recommendation_click,2022-11-10 03:31:25
60,633JW2Y1461BQ56N4CQV6C3U50,1922230000000.0,search_click,2022-11-10 03:35:00
61,6348Y633JKUYCZV4SF3H9681VL,1926230000000.0,referral_click,2022-11-10 03:38:35
62,63486P1OJGID6B5PB765QWLYAX,1926250000000.0,added_to_basket,2022-11-10 03:42:10
63,634V3FVHGL0831VX6HYHB4I4YY,1926250000000.0,product_sold,2022-11-10 03:45:45
64,6342CI2J93G2XHOGMKYTHUTLAG,1945780000000.0,recommendation_click,2022-11-10 03:49:20
65,634F5PMW4A39K710MXMI70QMYY,529998000000.0,search_click,2022-11-10 03:52:55
66,633VKEOAPLS2IW8Y8W6H2FP1BI,542541000000.0,referral_click,2022-11-10 03:56:30
67,634PAR2S80KNXQRXHI3OIR3SSP,721115000000.0,added_to_basket,2022-11-10 04:00:05
68,634CEZP0OC8E5G02F8DX8SDJXQ,723149000000.0,product_sold,2022-11-10 04:03:40
69,6345MYEJCH4W3C9RPV9O4RVYJ3,738327000000.0,recommendation_click,2022-11-10 04:07:15
70,634XQ4CIO891F83F8N5JV480B6,738370000000.0,search_click,2022-11-10 04:10:50
71,634T545Y15BHR73P07VIOHBV3F,738370000000.0,referral_click,2022-11-10 04:14:25
72,633ZLB85MI1LVTKEG3XWC3WGFD,762540000000.0,added_to_basket,2022-11-10 04:18:00
73,634QQP1SJI2M64K20YGVM00XUW,1488440000000.0,product_sold,2022-11-10 04:21:35
74,6341LR45L02B3EX2K17XK925SP,1621030000000.0,recommendation_click,2022-11-10 04:25:10
75,6343D7KT9T0SBBVRKFIP1I3JNK,1621030000000.0,search_click,2022-11-10 04:28:45
76,634S3950V9SBHDGYLVJOUT58W9,1621060000000.0,referral_click,2022-11-10 04:32:20
77,6345YO7FQPOMGND8I0M7WDF69Q,1641540000000.0,added_to_basket,2022-11-10 04:35:55
78,6342W0TJNWXJOO8060OMLX2DRU,1686010000000.0,product_sold,2022-11-10 04:39:30
79,634H3PRNY47867ROLM36DBDCMJ,1686790000000.0,recommendation_click,2022-11-10 04:43:05
80,6347ANMEVZNHGF59KGP5WH513X,1725200000000.0,search_click,2022-11-10 04:46:40
81,634UFMDKJZN8UKQDT06WK3XG3Z,1725680000000.0,referral_click,2022-11-10 04:50:15
82,634XK9IDIX8WNKEZELA66LJ82M,1725820000000.0,added_to_basket,2022-11-10 04:53:50
83,6343WZ0OV1YVCKKATVBJG9IS0Q,1725860000000.0,product_sold,2022-11-10 04:57:25
84,634LZ9CZ5FYUVHWBAOV3BM8GCM,1727900000000.0,recommendation_click,2022-11-10 05:01:00
85,6342OEB5302PLM1GBFZFHJAW06,1738520000000.0,search_click,2022-11-10 05:04:35
86,63306MSWCMXGD5QO4ETZ9P91I8,1738530000000.0,referral_click,2022-11-10 05:08:10
87,634JPAQJVD5Z970IDS3Z30VIZ3,1748140000000.0,added_to_basket,2022-11-10 05:11:45
88,634MXR9LXV5YDTHYPH6CH8JE8T,1748150000000.0,product_sold,2022-11-10 05:15:20
89,634M6WAWLD3VOMAE3Z2B7IHBFO,1749160000000.0,recommendation_click,2022-11-10 05:18:55
90,634HKDUEW88TBCRS37KLQDQKC3,1753830000000.0,search_click,2022-11-10 05:22:30
91,634CJ6XKME8BGE0MHHBA181BFH,1754700000000.0,referral_click,2022-11-10 05:26:05
92,6342W0TJNWXJOO8060OMLX2DRU,1754710000000.0,added_to_basket,2022-11-10 05:29:40
93,6346F0BZ8BHR0MN5HCDLOI0T7N,1754720000000.0,product_sold,2022-11-10 05:33:15
94,6339QGO2TMWUKDGCVIH6GJ2HUG,1754720000000.0,recommendation_click,2022-11-10 05:36:50
95,634ARK49D1VTD6GJ5UOCWZ8E3F,1754720000000.0,search_click,2022-11-10 05:40:25
96,634UCLNIR2JOC3J5DNPJQ7E52H,1754740000000.0,referral_click,2022-11-10 05:44:00
97,634IJ6RJMBRA5ZOFMFTM20D39C,1754760000000.0,added_to_basket,2022-11-10 05:47:35
98,634FTR97OMSBBT284C905HHY3W,1754800000000.0,product_sold,2022-11-10 05:51:10
99,634OERTZQK8Q8ZGHGQ88X66PQH,1754800000000.0,recommendation_click,2022-11-10 05:54:45
100,634LX6OV1Y8LPFMJM5ZU3SUPW1,1755840000000.0,search_click,2022-11-10 05:58:20
101,634JFB825EH2LGPU8WJ6A24K34,1776720000000.0,referral_click,2022-11-10 06:01:55
102,633ISMRUPV8UQ9VIOSN64QA4P5,1782270000000.0,added_to_basket,2022-11-10 06:05:30
103,6346UCXJ3P0WVF98WY9AUN98N5,1791030000000.0,product_sold,2022-11-10 06:09:05
104,634PQ5JAMVI7OVMA4M8M69WYH0,1808110000000.0,recommendation_click,2022-11-10 06:12:40
105,634EB4R2FFTARCK8HSSRC39P17,1841870000000.0,search_click,2022-11-10 06:16:15
106,633KXJQY66XB03TWWNBV9BY0WD,1841890000000.0,referral_click,2022-11-10 06:19:50
107,6335H7U8D0WMJDW8UE6DJ3339D,1841920000000.0,added_to_basket,2022-11-10 06:23:25
108,634L3HXOSXQ18TKRZJKA3Z52NB,1841940000000.0,product_sold,2022-11-10 06:27:00
109,634M9KOM1XMKGIUKYXRAN3QIO7,1848490000000.0,recommendation_click,2022-11-10 06:30:35
110,634Z7TZ3HHQS0P02JHG62UKRYW,1848490000000.0,search_click,2022-11-10 06:34:10
111,634CKAARTP6L8R672IS3AR09Y8,1848490000000.0,referral_click,2022-11-10 06:37:45
112,6345BC46UJ6C7BB18C36P2J28Z,1848500000000.0,added_to_basket,2022-11-10 06:41:20
113,6346GXFM90VHO75Q1W82VH09N9,1855710000000.0,product_sold,2022-11-10 06:44:55
114,6332O7WQFLDODH7C7QL8RFOZES,1855720000000.0,recommendation_click,2022-11-10 06:48:30
115,634TXI7DKPRK0438US21FMMSET,1883570000000.0,search_click,2022-11-10 06:52:05
116,634A54BOLWSCP2LY5MJIN6M175,1886420000000.0,referral_click,2022-11-10 06:55:40
117,634XGBVD4XR42OWCPGENF338WQ,1887550000000.0,added_to_basket,2022-11-10 06:59:15
118,634EYO908POVJ45PV7SI497R6C,1906670000000.0,product_sold,2022-11-10 07:02:50
119,633VYMGAC8QAOBQO3FAQ1AYTAA,1922230000000.0,recommendation_click,2022-11-10 07:06:25
120,633CEBPK7OESHIBFU8ATZOS8TD,1922240000000.0,search_click,2022-11-10 07:10:00
121,6345E2E52MFPQFIS1VDGB7F16V,1929400000000.0,referral_click,2022-11-10 07:13:35
122,634LH10BHRUM6ZLWG97GDAH1ST,1935110000000.0,added_to_basket,2022-11-10 07:17:10
123,634Q17Z0CFMTXCC0F6X9NPIUPK,1944180000000.0,product_sold,2022-11-10 07:20:45
124,6346O6WXKRGNQLF36U8YZHMWMB,1944190000000.0,recommendation_click,2022-11-10 07:24:20
125,634RV3N9ZY8TT6VV5OB8KHWJN2,1945860000000.0,search_click,2022-11-10 07:27:55
126,6341SCHYRI8MELDQV955N8VWWD,1945880000000.0,referral_click,2022-11-10 07:31:30
127,6344O5FF36B8DGOL4M6MYIRV3H,1945880000000.0,added_to_basket,2022-11-10 07:35:05
128,6345R5N8YIALU7V2V5U7DYAVVB,1957950000000.0,product_sold,2022-11-10 07:38:40
129,6341T8JEJVEXWOU53AIC7ATH20,313021000000.0,recommendation_click,2022-11-10 07:42:15
130,63444BA2NQE6CDIVB023SYG6B2,641976000000.0,search_click,2022-11-10 07:45:50
131,634DZG2GU8XLLTX90NERFZNRDH,723149000000.0,referral_click,2022-11-10 07:49:25
132,633MZACAANEZYDPQLNW077MTNU,723152000000.0,added_to_basket,2022-11-10 07:53:00
133,634QDV2SK44MY116FA2Q7V0P0K,762486000000.0,product_sold,2022-11-10 07:56:35
134,633KXT8EVL9P0BPVUCJ86T00DU,762509000000.0,recommendation_click,2022-11-10 08:00:10
135,634EN4HO5N0YAWCN4Z67KQP2JW,1598220000000.0,search_click,2022-11-10 08:03:45
136,6349TGNAUEPMZHTKAWRJEO9BOB,1604100000000.0,referral_click,2022-11-10 08:07:20
137,634M7G8EWZK8OZVZOQ4RZ1KD8D,1604110000000.0,added_to_basket,2022-11-10 08:10:55
138,6346FH6XYXQ9H9XJI6M4U4DQMY,1604110000000.0,product_sold,2022-11-10 08:14:30
139,633136BHAQMM2Y67E990B9CXOR,1619070000000.0,recommendation_click,2022-11-10 08:18:05
140,63472E6DC16CDUC35PL3DTV48S,1619080000000.0,search_click,2022-11-10 08:21:40
141,6339LMBM1S3719SQ992P6HC1Z5,1621030000000.0,referral_click,2022-11-10 08:25:15
142,634AIWPD6C2UHFKA1JBCE7K8PI,1621040000000.0,added_to_basket,2022-11-10 08:28:50
143,634B9T12AYVRKN14RSLFOBNYMA,1621040000000.0,product_sold,2022-11-10 08:32:25
144,6340E18WFKJPLF49ND6DXPOTJW,1621040000000.0,recommendation_click,2022-11-10 08:36:00
145,634BSNEYMNRK1CZJB4UF1V8SV8,1621040000000.0,search_click,2022-11-10 08:39:35
146,634E6IK2P5G2Z8QWAY6L1CBQDY,1691310000000.0,referral_click,2022-11-10 08:43:10
147,6343LQSBW37JUMABNODU8C5150,1691320000000.0,added_to_basket,2022-11-10 08:46:45
148,634Z0BXKIKA0SCX2JVN32YQT0Y,1723530000000.0,product_sold,2022-11-10 08:50:20
149,634U3OFJ1AB5PKH66T1X5EJCO9,1725650000000.0,recommendation_click,2022-11-10 08:53:55
150,634G0U36TEI01PW1P5IRSJH5DW,1725650000000.0,search_click,2022-11-10 08:57:30
151,634NDCAJR6RYJ0XL9RKPNXXBJX,1725830000000.0,referral_click,2022-11-10 09:01:05
152,634I3P28K1783NHZI8EVFMKWHC,1725850000000.0,added_to_basket,2022-11-10 09:04:40
153,634G7PHKNIM5ODNX62WNFA545R,1725960000000.0,product_sold,2022-11-10 09:08:15
154,6343Y4G6ROJBPLIZQH8WZLCZBD,1727140000000.0,recommendation_click,2022-11-10 09:11:50
155,634M1VSAXEY2L712TQQ0PZQQV0,1727140000000.0,search_click,2022-11-10 09:15:25
156,634P54SFSH19XQXC3LRSC5X6CG,1727150000000.0,referral_click,2022-11-10 09:19:00
157,634MLVD7H8Z66HUG2BLTZ9NV4A,1727910000000.0,added_to_basket,2022-11-10 09:22:35
158,634U6VPCQD041JTCCIA8QRG4T3,1738490000000.0,product_sold,2022-11-10 09:26:10
159,634G3BE1D0IOAJ1FPSJMBIRX3O,1738490000000.0,recommendation_click,2022-11-10 09:29:45
160,634IZKBAE0F2XRWZ7GLSM63PKS,1746330000000.0,search_click,2022-11-10 09:33:20
161,634RHNWW8IO09PBD6ZTXBGLA83,1746330000000.0,referral_click,2022-11-10 09:36:55
162,633QDMAPWORZ7L9T0J4DB1X8J1,1746340000000.0,added_to_basket,2022-11-10 09:40:30
163,63423Q66OQ74GIR6KD1CA3XOQF,1748150000000.0,product_sold,2022-11-10 09:44:05
164,6336N2120QYCDTDPYZQ9UR42D2,1748150000000.0,recommendation_click,2022-11-10 09:47:40
165,633O04BDF651NFJVOD32NMPU21,1749160000000.0,search_click,2022-11-10 09:51:15
166,6340LWWBBRRSU4VDUJKWI4PKTB,1753880000000.0,referral_click,2022-11-10 09:54:50
167,634PQJDCJ70D2A4MG34Y9AYP3Q,1754700000000.0,added_to_basket,2022-11-10 09:58:25
168,634I5MHS0C8GBBBMH9DYJOBV7I,1754720000000.0,product_sold,2022-11-10 10:02:00
169,634VAOB91MGQ3ZWBL0578ZDR1U,1754720000000.0,recommendation_click,2022-11-10 10:05:35
170,634MENEXYAIONQBE96941Y4QC2,1754730000000.0,search_click,2022-11-10 10:09:10
171,634YWVHODU9M2RU3XSOBS1CZ45,1754730000000.0,referral_click,2022-11-10 10:12:45
172,634PWJ96C2FTDC4D01A0DMHKS5,1754750000000.0,added_to_basket,2022-11-10 10:16:20
173,634VREEDUE00B6OYHA2BO8S28X,1754800000000.0,product_sold,2022-11-10 10:19:55
174,634L384VYAL447VPPR5CHGMQ6E,1754800000000.0,recommendation_click,2022-11-10 10:23:30
175,63444BA2NQE6CDIVB023SYG6B2,1754800000000.0,search_click,2022-11-10 10:27:05
176,633BG8T85ELI84Z2PR1TTLP48H,1755840000000.0,referral_click,2022-11-10 10:30:40
177,634NR3UDTWLMDQW5220Y5UD6BK,1790190000000.0,added_to_basket,2022-11-10 10:34:15
178,634IY2TTL3DLV5MOD2HG9QVO4M,1803530000000.0,product_sold,2022-11-10 10:37:50
179,634Z02KUACI98GGZQ0A5JVBZ2I,1815900000000.0,recommendation_click,2022-11-10 10:41:25
180,6340URGU9V52XCKL1QA7XZT5TA,1822700000000.0,search_click,2022-11-10 10:45:00
181,634ETGJ2J8SJBIDIFSE3YRWKLG,1836200000000.0,referral_click,2022-11-10 10:48:35
182,633YG68LFZ85OI6Q2AOMQQBB1U,1837960000000.0,added_to_basket,2022-11-10 10:52:10
183,634XHNW0NWM3YJEHSPXZZE5OS7,1841920000000.0,product_sold,2022-11-10 10:55:45
184,634ISC4P9Q7DWZJMGFVF8L0NOQ,1845400000000.0,recommendation_click,2022-11-10 10:59:20
185,633J4CEPJQC0RK3QMMHUW05W44,1855710000000.0,search_click,2022-11-10 11:02:55
186,633KXJQY66XB03TWWNBV9BY0WD,1868610000000.0,referral_click,2022-11-10 11:06:30
187,6339T7715NV7YDMUSSBKMNMB4R,1871540000000.0,added_to_basket,2022-11-10 11:10:05
188,634XR2TQ12H8XDO98ZPO51VLGK,1871570000000.0,product_sold,2022-11-10 11:13:40
189,633QEJ21ECPXSBZGEDC0T8S9KC,1888160000000.0,recommendation_click,2022-11-10 11:17:15
190,634ZZHI2K9CD9DZG1O6S6H42OH,1899350000000.0,search_click,2022-11-10 11:20:50
191,633XYUVSGNQDY2IEVZF7C044HQ,1906670000000.0,referral_click,2022-11-10 11:24:25
192,634682DCJPFLLQL65OBB9ATL9S,1917270000000.0,added_to_basket,2022-11-10 11:28:00
193,634TQAX0GNRT37AXCSRL1BC6UH,1926230000000.0,product_sold,2022-11-10 11:31:35
194,633T5ES4Q9YL4XP2M3BEAL0P76,313021000000.0,recommendation_click,2022-11-10 11:35:10
195,6347IPXTZ542GUG28QYKRTFFIT,1926240000000.0,search_click,2022-11-10 11:38:45
196,634QRJ4P626RUX3BXBFI1UN44R,1926250000000.0,referral_click,2022-11-10 11:42:20
197,634VGC6UPAPYDI8JA5I9CT00H3,1929400000000.0,added_to_basket,2022-11-10 11:45:55
198,634JQ24O8PNGQIYO1ON617P8SH,1944110000000.0,product_sold,2022-11-10 11:49:30
199,634WSU84MW1PMX9JB5684GIH5A,1945770000000.0,recommendation_click,2022-11-10 11:53:05
200,634Y8P3YKAK5XKOQUHAZM1CLTB,1945870000000.0,search_click,2022-11-10 11:56:40
201,634H5E6DXMZQB9D593HD9TFZCC,539714000000.0,referral_click,2022-11-10 12:00:15
202,634C70LZA0HG3KEV411P6NLPIM,539716000000.0,added_to_basket,2022-11-10 12:03:50
203,634AD7C0YL2X2LEDJAE4ACNSHO,587025000000.0,product_sold,2022-11-10 12:07:25
204,634XOCVWGK70R5C4QR7TEWO3IM,587025000000.0,recommendation_click,2022-11-10 12:11:00
205,634JVF890AKLWQVFDFJ20Q73FJ,710823000000.0,search_click,2022-11-10 12:14:35
206,634PRLNXTB6FBXC5OKAAAYM6XZ,712651000000.0,referral_click,2022-11-10 12:18:10
207,634XKLOASWKB6O4GDALWP0P7ZH,712686000000.0,added_to_basket,2022-11-10 12:21:45
208,634TK38JHB7Q1F2NB0IPBU407Q,723152000000.0,product_sold,2022-11-10 12:25:20
209,634AOTMY5AMKIVCXX755N0LNDY,738331000000.0,recommendation_click,2022-11-10 12:28:55
210,634ZG4UWOHNO9TM5YHVZDXSCRF,738362000000.0,search_click,2022-11-10 12:32:30
211,634XTDLKFCUJ29JVL34KQ34UC9,762509000000.0,referral_click,2022-11-10 12:36:05
212,6335CD6F9ZM5W1OCTGDBN6HQ05,762541000000.0,added_to_basket,2022-11-10 12:39:40
213,634MS200KZZVAODL8M1Y1ES4DT,1497550000000.0,product_sold,2022-11-10 12:43:15
214,633D3UUOP1YJU6O09OL9G6Z9CX,1621060000000.0,recommendation_click,2022-11-10 12:46:50
215,6347Z5QGGOB24R6NFLRHR1ADCI,1621100000000.0,search_click,2022-11-10 12:50:25
216,634M6ZHGWDV9815A8LL3DK5LLN,1641090000000.0,referral_click,2022-11-10 12:54:00
217,634YXXN9BPTQZ5DEYOJUYV5DRQ,1641090000000.0,added_to_basket,2022-11-10 12:57:35
218,633TG8YG8LA6ELL9D6MUI4P67G,1686780000000.0,product_sold,2022-11-10 13:01:10
219,634Y4YWXXA14JVBDKOSZJF4C2I,1691460000000.0,recommendation_click,2022-11-10 13:04:45
220,6340R8K38QU8RVL5KV0NGPBEWC,1727140000000.0,search_click,2022-11-10 13:08:20
221,634IC0T2AFK70IF7KP68RDV2YG,1727870000000.0,referral_click,2022-11-10 13:11:55
222,634JIFDW1E8W94AFF9MYF8X3FA,1740620000000.0,added_to_basket,2022-11-10 13:15:30
223,634WC9YAAL6C7Q7NJ2K9CPDW1W,1746330000000.0,product_sold,2022-11-10 13:19:05
224,63428SFF9BJ5HH2972ABTQDNVZ,1746340000000.0,recommendation_click,2022-11-10 13:22:40
225,6341ZDZN3RJ0H7CANTE661D1FI,1746340000000.0,search_click,2022-11-10 13:26:15
226,634R05UGZN9JCU0PH044AG53U0,1746340000000.0,referral_click,2022-11-10 13:29:50
227,634ITPEVNBF4HBVAJWN6WPA8I1,1746340000000.0,added_to_basket,2022-11-10 13:33:25
228,634A9YE9GB3WD15WV4S6AA8U4T,1748140000000.0,product_sold,2022-11-10 13:37:00
229,634II7V2FI4370R2RXY2D8MG71,1748140000000.0,recommendation_click,2022-11-10 13:40:35
230,634OBY0Y4Q8S28TA7OIKFR4JFJ,1748150000000.0,search_click,2022-11-10 13:44:10
231,634EOTYV21AHIOFJXGDHWNVHDQ,1749160000000.0,referral_click,2022-11-10 13:47:45
232,634BPNGGVAYDLTWB8Y0A7XP5KM,1749170000000.0,added_to_basket,2022-11-10 13:51:20
233,633AQQ5PVG3RYG3DJAQW8DV64O,1754730000000.0,product_sold,2022-11-10 13:54:55
234,6344A8AAXDTCDJJ338V6I1MVEH,1754730000000.0,recommendation_click,2022-11-10 13:58:30
235,634BFJYYA1UIRB11WT02T1XA1O,1754740000000.0,search_click,2022-11-10 14:02:05
236,634OUNAENHOEXXXKHM0HUKQS2B,1754740000000.0,referral_click,2022-11-10 14:05:40
237,634GUKEKIVT44IRVJ2MYNK2247,1754800000000.0,added_to_basket,2022-11-10 14:09:15
238,634CS7644UY9BMZ3OYD809Q8VG,1755830000000.0,product_sold,2022-11-10 14:12:50
239,634EMBJE9DIDRTE7QN37ONDT8V,1755850000000.0,recommendation_click,2022-11-10 14:16:25
240,6341H0S0XT4F0T6SM7U4SBOVRT,1759850000000.0,search_click,2022-11-10 14:20:00
241,63408Y7F2700GDM0WBRDD1ISX8,1759850000000.0,referral_click,2022-11-10 14:23:35
242,63492YRQHIBKX360VWBNW5JTNZ,1848490000000.0,added_to_basket,2022-11-10 14:27:10
243,634CJNALVN9DNMSASIQ6Y8R29M,1854330000000.0,product_sold,2022-11-10 14:30:45
244,634BN09PLMZMHA314SU5VKKYKM,1868610000000.0,recommendation_click,2022-11-10 14:34:20
245,63484KOVXMMT74XIPTO5J6DMM9,1868680000000.0,search_click,2022-11-10 14:37:55
246,634KMWVSMS6NVYYV4T1KPGG5E6,1871540000000.0,referral_click,2022-11-10 14:41:30
247,634U05N3MBE2KBOOB881ZZXHA2,1882430000000.0,added_to_basket,2022-11-10 14:45:05
248,634ZJZC6IG72FOLZPFMDQMLJ7I,1883570000000.0,product_sold,2022-11-10 14:48:40
249,6341UOKBZV6RKMSN5RRLYCRNP1,1886420000000.0,recommendation_click,2022-11-10 14:52:15
250,634XWN06QINMII3PKQ4YJF0KMJ,1888170000000.0,search_click,2022-11-10 14:55:50
251,634TMVS98SLQIGLRQ9IRLYT2ZF,1895330000000.0,referral_click,2022-11-10 14:59:25
252,634W86UYLZOAFK9MGXM5FETFTR,1895330000000.0,added_to_basket,2022-11-10 15:03:00
253,634FH3RVZJS914A9FONXYZYVWV,1895360000000.0,product_sold,2022-11-10 15:06:35
254,633UJZPG0XSH089TGMDHBASWEA,1915610000000.0,recommendation_click,2022-11-10 15:10:10
255,6348JYTVF26Y9O81GHS6TIR720,1922230000000.0,search_click,2022-11-10 15:13:45
256,634RD4U9BL03SVQJGAOGLRQP29,1926250000000.0,referral_click,2022-11-10 15:17:20
257,634OUREOWOBFQ73OEVUDZGF1E1,1940550000000.0,added_to_basket,2022-11-10 15:20:55
258,634ARZW468O7HS7MN5LO2NF20M,1944110000000.0,product_sold,2022-11-10 15:24:30
259,63499NKULMULZEVOSV2M0IRBV2,1944110000000.0,recommendation_click,2022-11-10 15:28:05
260,634KNDAIENZTK429HK4BFCJ2HE,1945760000000.0,search_click,2022-11-10 15:31:40
261,634K8GRSYJ6XV1MRNZL0YQUC3Q,313021000000.0,referral_click,2022-11-10 15:35:15
262,634K62W0L3ALJSMH54AVNFZ4VY,528911000000.0,added_to_basket,2022-11-10 15:38:50
263,634GXTPO2U09JRC34LB2E7YRRM,528911000000.0,product_sold,2022-11-10 15:42:25
264,634OWOPL2SRLB0CN7Q0VN62YEF,539727000000.0,recommendation_click,2022-11-10 15:46:00
265,6348K0U9P92BTKUGO9VHDSU0S3,587025000000.0,search_click,2022-11-10 15:49:35
